	DocID,IntClass,BinClass,MatchingTopicID,MatchingTopicScore,RawTopicScores
	1,0,0,0,7.262342067202703,[(0, 7.262342067202703), (1, -2.215795504455688), (2, 1.0629079048685504), (3, 0.30547576457514675), (4, 0.8125060729454681)]
	2,0,0,0,4.446372815199783,[(0, 4.446372815199783), (1, 1.4146305352229285), (2, 0.8331087503990245), (3, 1.816530747731366), (4, 0.07249791757682555)]
	3,0,0,0,20.564665149456495,[(0, 20.564665149456495), (1, 1.8832810043187727), (2, 2.324303399137286), (3, 2.9746653647246255), (4, 5.877437558664374)]
	4,0,0,0,2.6735490068288534,[(0, 2.6735490068288534), (1, -1.6604622484672968), (2, 0.9762154289543653), (3, -1.413165794890074), (4, 1.0140649710103435)]
	5,0,0,0,6.28119575226785,[(0, 6.28119575226785), (1, -6.8447012898479995), (2, -0.22802978124575957), (3, -0.6540605579813213), (4, -1.632432164202503)]
	6,0,0,0,3.919338685305469,[(0, 3.919338685305469), (1, -0.42698362510802734), (2, 0.47076128539264905), (3, -0.12968940105125326), (4, -0.10553497155212146)]
	7,0,0,0,5.14882664226464,[(0, 5.14882664226464), (1, -0.8839874351581468), (2, 1.5217950268911609), (3, -0.4615978589726836), (4, 0.09066961053093213)]
	8,0,0,0,8.67347171767007,[(0, 8.67347171767007), (1, 1.5067728319525615), (2, 1.6529197617906886), (3, 0.5931845284875947), (4, 3.4653724721628265)]
	9,0,0,0,7.671751591400571,[(0, 7.671751591400571), (1, -1.6204715786669641), (2, 0.47861512835064096), (3, 2.8715067355770194), (4, 1.4528595767293455)]
	10,0,0,0,4.714402252029711,[(0, 4.714402252029711), (1, 0.526054702511376), (2, 0.4426288412545993), (3, 1.0254487250971505), (4, -0.024043190294006)]
	11,0,0,0,2.8706331811781585,[(0, 2.8706331811781585), (1, -2.0946793301258073), (2, -0.10582894687027698), (3, -0.2849835996959684), (4, -1.1134173131394962)]
	12,0,0,0,8.584118496955796,[(0, 8.584118496955796), (1, -4.890107502326203), (2, -2.855962093645746), (3, 4.679640460788747), (4, -2.972600987997311)]
	13,0,0,0,9.418409906978509,[(0, 9.418409906978509), (1, -0.6521144227124498), (2, 3.3651672510735526), (3, -2.7445123715159045), (4, 2.978314919652135)]
	14,0,0,0,5.374267535673417,[(0, 5.374267535673417), (1, 0.8538600204353204), (2, 0.5237929491142825), (3, 1.2394097211350594), (4, -0.9558522917089439)]
