	DocID,IntClass,BinClass,MatchingTopicID,MatchingTopicScore,RawTopicScores
	1,0,0,0,8.71977037207735,[(0, 8.71977037207735), (1, 6.845280953714076), (2, -0.7278946802969932), (3, -1.1499329813952417), (4, 0.8066527584236188)]
	2,0,0,0,6.545597390841797,[(0, 6.545597390841797), (1, 2.3632945909072465), (2, 0.05865227269841701), (3, -3.142160720062925), (4, 0.36273911892617866)]
	3,0,0,0,6.640824623949343,[(0, 6.640824623949343), (1, 2.058935203833172), (2, 1.7856179216766637), (3, -1.5745377993599072), (4, -0.35111932601826235)]
	4,0,0,0,2.3297523951077963,[(0, 2.3297523951077963), (1, 0.1605852155248664), (2, 0.7119074446936539), (3, 0.11822063919808279), (4, 0.8134281762524728)]
	5,0,0,0,6.570673037180148,[(0, 6.570673037180148), (1, 3.690200500649339), (2, -1.1776645050083105), (3, -0.41138078358088603), (4, -0.7556644043975627)]
	6,0,0,0,4.633644466177409,[(0, 4.633644466177409), (1, -0.5619213731252167), (2, 2.1867358078964023), (3, -0.2609031396156985), (4, -0.6343326114313088)]
	7,0,0,0,5.3646409197364955,[(0, 5.3646409197364955), (1, -0.7380462764244431), (2, -0.6227386997950601), (3, 1.0209688372018741), (4, 2.0011432366112367)]
	8,0,0,0,4.265207084351311,[(0, 4.265207084351311), (1, 3.0424240936589335), (2, 0.5226710573763069), (3, -1.3323590776744407), (4, 0.22920652453298976)]
	9,0,0,0,4.1397483141916505,[(0, 4.1397483141916505), (1, -2.7878484119955327), (2, 3.065904104830743), (3, 0.4616307065147037), (4, -0.809674640912569)]
	10,0,0,0,2.4509692959899136,[(0, 2.4509692959899136), (1, 0.41994611825702133), (2, 0.704795102479404), (3, -1.397244606154987), (4, -0.5717446243831186)]
	11,0,0,0,6.688254919820444,[(0, 6.688254919820444), (1, 0.04125453402808279), (2, -2.6554358758676835), (3, -0.0828428383107278), (4, 1.3098508895785428)]
	12,0,0,0,7.152372426092995,[(0, 7.152372426092995), (1, -1.7250855680975814), (2, 3.6445627610114952), (3, 0.6886976648594813), (4, -1.9365295631796926)]
	13,0,0,0,1.7361817921847291,[(0, 1.7361817921847291), (1, -0.34184119361271437), (2, 0.9812973496761542), (3, 1.3510517650531517), (4, 0.014031236401738468)]
	14,0,0,0,4.014121098309227,[(0, 4.014121098309227), (1, 1.1711371990894421), (2, -3.0044715074351127), (3, 1.1025358920417072), (4, -0.7688593257635693)]
