	1,0,0,5,0.6350818069833886,[(0, 0.11527524343481352), (4, 0.23952415671879046), (5, 0.6350818069833886)]
	2,0,0,25,0.9884441101962553,[(25, 0.9884441101962553)]
	3,0,0,24,0.9958692849829668,[(24, 0.9958692849829668)]
	4,0,0,48,0.7649453574015738,[(8, 0.22389832701573922), (48, 0.7649453574015738)]
	5,0,0,38,0.6128799405086839,[(0, 0.2127709190182308), (1, 0.1055801945463033), (29, 0.06296858211076121), (38, 0.6128799405086839)]
	6,0,0,9,0.708802937605884,[(1, 0.1536082876920662), (9, 0.708802937605884), (140, 0.1277337114405839)]
	7,0,0,20,0.9865339180199763,[(20, 0.9865339180199763)]
	8,0,0,8,0.7596295314959536,[(0, 0.23154356896525327), (8, 0.7596295314959536)]
	9,0,0,4,0.8930408279504113,[(4, 0.8930408279504113), (24, 0.10073858876611824)]
	10,0,0,87,0.6517354201121056,[(1, 0.1060881236953504), (32, 0.23125996239708765), (87, 0.6517354201121056)]
	11,0,0,10,0.9846798495438854,[(10, 0.9846798495438854)]
	12,0,0,141,0.9912721056783682,[(141, 0.9912721056783682)]
	13,0,0,4,0.6499197253086927,[(0, 0.1468812294311878), (1, 0.19496543457878912), (4, 0.6499197253086927)]
	14,0,0,10,0.8198673396334288,[(0, 0.16731347564590665), (10, 0.8198673396334288)]
	15,0,0,83,0.3485193954182605,[(1, 0.10784613595590657), (4, 0.20481930667328596), (24, 0.32425434558927685), (83, 0.3485193954182605)]
	16,0,0,37,0.6090364614351068,[(0, 0.15350978906377813), (1, 0.2293467715458611), (37, 0.6090364614351068)]
	17,0,0,14,0.5069187871214127,[(7, 0.1478494821806636), (10, 0.33050379207973307), (14, 0.5069187871214127)]
	18,0,0,2,0.8122082164525626,[(1, 0.039905134147143306), (2, 0.8122082164525626), (24, 0.13783623745255552)]
	19,0,0,30,0.7026634265748594,[(1, 0.11705804039698102), (11, 0.1446628920518067), (29, 0.0283591510039524), (30, 0.7026634265748594)]
	20,0,0,3,0.9951402700421689,[(3, 0.9951402700421689)]
	21,0,0,80,0.551914249919711,[(0, 0.24971466440095114), (6, 0.1882395242872707), (80, 0.551914249919711)]
	22,0,0,7,0.864546712232199,[(1, 0.13040761884017726), (7, 0.864546712232199)]
	23,0,0,9,0.45623011628073745,[(2, 0.13588350541301716), (9, 0.45623011628073745), (32, 0.3867727332734901)]
	24,0,0,0,0.6481787248533278,[(0, 0.6481787248533278), (147, 0.34338384055944726)]
	25,0,0,0,0.9986690244101766,[(0, 0.9986690244101766)]
	26,0,0,21,0.6937982496331329,[(0, 0.2989296381177884), (21, 0.6937982496331329)]
	27,0,0,40,0.7297948958242609,[(4, 0.24865475950331664), (40, 0.7297948958242609)]
	28,0,0,7,0.9903292779533653,[(7, 0.9903292779533653)]
	29,0,0,3,0.8425930344955753,[(3, 0.8425930344955753), (4, 0.15258395873422897)]
	30,0,0,10,0.883180998989959,[(0, 0.1109088574056524), (10, 0.883180998989959)]
	31,0,0,13,0.874332952256457,[(0, 0.12228577777132744), (13, 0.874332952256457)]
	32,0,0,16,0.8806520553474169,[(4, 0.11169995715658503), (16, 0.8806520553474169)]
	33,0,0,16,0.5924027035365798,[(1, 0.28584870095040027), (7, 0.11521154670408366), (16, 0.5924027035365798)]
	34,0,0,19,0.5843422158581687,[(0, 0.40754493752297316), (19, 0.5843422158581687)]
	35,0,0,69,0.8506528015636684,[(6, 0.14325729807643764), (69, 0.8506528015636684)]
	36,0,0,29,0.9950250163277313,[(29, 0.9950250163277313)]
	37,0,0,10,0.662681740693084,[(5, 0.12390062005571921), (7, 0.2055984568168618), (10, 0.662681740693084)]
	38,0,0,47,0.42567841386841215,[(1, 0.19827394970749726), (4, 0.20255720095344015), (29, 0.16474589488034216), (47, 0.42567841386841215)]
	39,0,0,3,0.457995775447441,[(0, 0.17874073625253892), (3, 0.457995775447441), (32, 0.08405616751327427), (77, 0.2655853006549744)]
	40,0,0,6,0.9918211820084443,[(6, 0.9918211820084443)]
	41,0,0,42,0.9939088071528378,[(42, 0.9939088071528378)]
	42,0,0,29,0.7628002182959167,[(0, 0.2309995189836034), (29, 0.7628002182959167)]
	43,0,0,2,0.9961964986857712,[(2, 0.9961964986857712)]
	44,0,0,24,0.5681424893212916,[(0, 0.08738250465623724), (6, 0.16836108115110332), (12, 0.16156881784244256), (24, 0.5681424893212916)]
