	DocID,IntClass,BinClass,MatchingTopicID,MatchingTopicScore,RawTopicScores
	1,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	2,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	3,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	4,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	5,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	6,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	7,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	8,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	9,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	10,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	11,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	12,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	13,1,0,2,3.3253939448653216,[(0, -6.78283946447174), (2, 3.3253939448653216), (3, 1.5989418411500758), (4, -0.866473675336766)]
	14,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	15,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	16,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	17,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	18,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	19,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	20,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	21,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	22,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	23,5,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	24,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	25,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	26,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	27,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	28,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	29,1,0,2,1.620600335463744,[(0, -4.884493897505093), (2, 1.620600335463744), (3, -2.4679756274628346), (4, -7.707048172473964)]
	30,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	31,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	32,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	33,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	34,5,0,1,-0.999999999999996,[(1, -0.999999999999996)]
	35,0,0,1,-0.999999999999996,[(1, -0.999999999999996)]
