,,,
,,,
9,,,
topic,tally,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0 Sum,7,,
1,1,,
1 Sum,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2 Sum,4,,
4,1,,
4,1,,
4 Sum,2,,
9,1,,
9 Sum,1,,
11,1,,
11 Sum,1,,
12,1,,
12,1,,
12 Sum,2,,
13,1,,
13 Sum,1,,
14,1,,
14,1,,
14 Sum,2,,
15,1,,
15 Sum,1,,
17,1,,
17 Sum,1,,
23,1,,
23 Sum,1,,
27,1,,
27 Sum,1,,
36,1,,
36 Sum,1,,
44,1,,
44 Sum,1,,
60,1,,
60 Sum,1,,
73,1,,
73 Sum,1,,
Grand Sum,29,1,1.31
,,,
5,,,
topic,tally,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0 Sum,16,,
1,1,,
1,1,,
1,1,,
1 Sum,3,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2 Sum,11,,
4,1,,
4,1,,
4,1,,
4 Sum,3,,
5,1,,
5 Sum,1,,
6,1,,
6,1,,
6 Sum,2,,
8,1,,
8 Sum,1,,
9,1,,
9,1,,
9,1,,
9 Sum,3,,
10,1,,
10,1,,
10 Sum,2,,
12,1,,
12 Sum,1,,
13,1,,
13 Sum,1,,
15,1,,
15,1,,
15,1,,
15 Sum,3,,
20,1,,
20 Sum,1,,
22,1,,
22 Sum,1,,
25,1,,
25 Sum,1,,
30,1,,
30 Sum,1,,
40,1,,
40 Sum,1,,
44,1,,
44 Sum,1,,
46,1,,
46 Sum,1,,
52,1,,
52 Sum,1,,
57,1,,
57 Sum,1,,
62,1,,
62 Sum,1,,
69,1,,
69 Sum,1,,
79,1,,
79 Sum,1,,
85,1,,
85,1,,
85 Sum,2,,
132,1,,
132 Sum,1,,
Grand Sum,62,,
,,,
1,,,
topic,tally,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0 Sum,7,,
1,1,,
1 Sum,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2 Sum,4,,
3,1,,
3 Sum,1,,
5,1,,
5 Sum,1,,
9,1,,
9 Sum,1,,
12,1,,
12 Sum,1,,
18,1,,
18 Sum,1,,
23,1,,
23 Sum,1,,
25,1,,
25 Sum,1,,
51,1,,
51 Sum,1,,
68,1,,
68 Sum,1,,
Grand Sum,21,,
,,,
topic,tally,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0,1,,
0 Sum,46,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1,1,,
1 Sum,28,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2,1,,
2 Sum,42,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3,1,,
3 Sum,22,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4,1,,
4 Sum,19,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5,1,,
5 Sum,20,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6,1,,
6 Sum,14,,
7,1,,
7,1,,
