	DocID,IntClass,BinClass,MatchingTopicID,MatchingTopicScore,RawTopicScores
	1,1,1,0,231.48271196972948,[(0, 231.48271196972948), (1, -267.6118051561037), (2, -101.18997854241515), (3, -44.20435350580027), (4, 3.328935354163151)]
	2,1,1,3,225.5706041821619,[(0, 161.2746209846146), (1, -28.744011925197977), (2, -7.792520929605844), (3, 225.5706041821619), (4, 31.526775339176112)]
	3,1,1,0,109.95918759258414,[(0, 109.95918759258414), (1, -11.287506838687008), (2, 16.97862576533977), (3, 64.57070410951165), (4, 23.49423293024786)]
	4,2,1,0,89.683226405353,[(0, 89.683226405353), (1, -53.57813264092137), (2, -13.124309655921417), (3, 0.6711593644917097), (4, 2.5560163369237032)]
	5,2,1,0,54.0419819875025,[(0, 54.0419819875025), (1, -2.3897696054906996), (2, 3.549577640580916), (3, 9.575013542419153), (4, 5.659500326752549)]
	6,2,1,0,148.82318785287038,[(0, 148.82318785287038), (1, -70.55709822078116), (2, -11.904344587443587), (3, -13.474512551197257), (4, 17.551529730715473)]
	7,3,1,0,603.9177554385133,[(0, 603.9177554385133), (1, 135.33400502971008), (2, -40.10701929726201), (3, -19.60639962175208), (4, -102.68537177403334)]
	8,3,1,0,253.63717547527753,[(0, 253.63717547527753), (1, 60.69484932144069), (2, 31.52889054562214), (3, -57.84044897726293), (4, 141.5275632186038)]
	9,3,1,0,181.9274216179166,[(0, 181.9274216179166), (1, 21.575313026887336), (2, 34.08663328719749), (3, -21.413986982350956), (4, 124.87553783614275)]
	10,4,1,0,40.56510529431146,[(0, 40.56510529431146), (1, -7.688547812897935), (2, 11.388915696740646), (3, 3.507312685733479), (4, 1.929845566274156)]
	11,4,1,0,58.74868098462166,[(0, 58.74868098462166), (1, -44.282443032260325), (2, 27.05899263046038), (3, -4.254537897946035), (4, -17.18927333663524)]
	12,4,1,2,235.415073391361,[(0, 142.47954985901544), (1, -104.41994532816335), (2, 235.415073391361), (3, -9.153105744847885), (4, -50.92293972511144)]
